epoch,step,train_MulticlassAccuracy,train_MulticlassF1Score,train_loss,val_MulticlassAccuracy,val_MulticlassF1Score,val_loss
0,0,0.375,0.2878788113594055,1.2932997941970825,,,
0,1,0.625,0.4404761791229248,0.8592348694801331,,,
0,2,0.125,0.0833333358168602,1.3747661113739014,,,
0,3,0.0833333358168602,0.07407407462596893,1.520207405090332,,,
0,3,,,,0.4000000059604645,0.4000000059604645,1.0926244258880615
